Order_ID,Order_Date,Product_ID,Product_Name,Product_Category,Supplier_ID,Supplier_Name,Supplier_Rating,Warehouse_ID,Warehouse_Name,Warehouse_Location,Warehouse_Capacity,Warehouse_Utilization,Quantity,Unit_Price,Order_Value,Shipping_Mode,Origin,Destination,Distance_KM,Shipping_Cost,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delivery_Delay_Days,Inventory_Level,Reorder_Level,Inventory_Status,Delay_Category,Order_Month,Order_Month_Name,Order_Quarter,Order_Year,Order_Day,Shipping_Cost_Per_KM,Inventory_Risk,Warehouse_Risk,Delivery_Risk,Overall_Risk
ORD02603,2025-06-18,P005,Mouse,Accessories,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,51.23,81,800,64800,Sea,Mumbai,Delhi,1574,4722,2025-07-07,2025-07-07,On Time,0,310,281,Sufficient,On Time,6,June,Q2,2025,Wednesday,3.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD07458,2025-06-18,P007,Scanner,Office Equipment,SUP004,NextGen Supplies,3.9,WH002,Bangalore Hub,Bangalore,12000,80.24,90,9000,810000,Air,Bangalore,Kolkata,2212,39816,2025-06-21,2025-06-21,On Time,0,680,134,Sufficient,On Time,6,June,Q2,2025,Wednesday,18.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD08016,2025-06-18,P009,Switch,Networking,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,79.63,21,7500,157500,Rail,Delhi,Coimbatore,636,3180,2025-06-29,2025-06-30,On Time,1,119,251,Reorder Required,Minor Delay,6,June,Q2,2025,Wednesday,5.0,High Risk,Medium Risk,Medium Risk,High Risk
ORD00773,2025-06-18,P002,Desktop PC,Electronics,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,52.71,78,55000,4290000,Sea,Bangalore,Ahmedabad,518,1554,2025-07-02,2025-07-02,On Time,0,991,220,Sufficient,On Time,6,June,Q2,2025,Wednesday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD01908,2025-06-18,P005,Mouse,Accessories,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,50.1,8,800,6400,Rail,Hyderabad,Mumbai,355,1775,2025-06-29,2025-07-07,Delayed,8,599,271,Sufficient,Severe Delay,6,June,Q2,2025,Wednesday,5.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD03003,2025-06-18,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,50.23,17,5000,85000,Sea,Mumbai,Coimbatore,1236,3708,2025-07-06,2025-07-06,On Time,0,702,289,Sufficient,On Time,6,June,Q2,2025,Wednesday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD07111,2025-06-18,P011,SSD,Storage,SUP007,Digital Supply Co,3.8,WH001,Chennai Central,Chennai,10000,66.92,67,7000,469000,Sea,Pune,Mumbai,1677,5031,2025-07-03,2025-07-11,Delayed,8,471,164,Sufficient,Severe Delay,6,June,Q2,2025,Wednesday,3.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD07857,2025-06-18,P008,Router,Networking,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,58.32,68,5000,340000,Rail,Hyderabad,Coimbatore,787,3935,2025-06-25,2025-06-25,On Time,0,284,234,Sufficient,On Time,6,June,Q2,2025,Wednesday,5.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD01586,2025-06-18,P011,SSD,Storage,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,73.56,17,7000,119000,Road,Delhi,Chennai,783,6264,2025-06-22,2025-07-02,Delayed,10,493,287,Sufficient,Severe Delay,6,June,Q2,2025,Wednesday,8.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD08228,2025-06-18,P014,Webcam,Accessories,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,78.09,67,4000,268000,Sea,Bangalore,Coimbatore,283,849,2025-06-28,2025-06-28,On Time,0,624,288,Sufficient,On Time,6,June,Q2,2025,Wednesday,3.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD03873,2025-06-19,P007,Scanner,Office Equipment,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,73.91,40,9000,360000,Rail,Mumbai,Delhi,1597,7985,2025-07-01,2025-07-01,On Time,0,888,286,Sufficient,On Time,6,June,Q2,2025,Thursday,5.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD09558,2025-06-19,P015,Headset,Accessories,SUP002,Global Electronics,4.2,WH002,Bangalore Hub,Bangalore,12000,94.61,53,2500,132500,Road,Mumbai,Delhi,349,2792,2025-06-22,2025-06-22,On Time,0,44,109,Reorder Required,On Time,6,June,Q2,2025,Thursday,8.0,High Risk,High Risk,Low Risk,High Risk
ORD00667,2025-06-19,P006,Printer,Office Equipment,SUP004,NextGen Supplies,3.9,WH002,Bangalore Hub,Bangalore,12000,78.38,70,12000,840000,Road,Pune,Mumbai,961,7688,2025-06-26,2025-06-26,On Time,0,207,213,Reorder Required,On Time,6,June,Q2,2025,Thursday,8.0,High Risk,Medium Risk,Low Risk,Medium Risk
ORD04709,2025-06-19,P007,Scanner,Office Equipment,SUP003,Prime Components,4.8,WH002,Bangalore Hub,Bangalore,12000,73.88,42,9000,378000,Air,Bangalore,Pune,327,5886,2025-06-21,2025-06-21,On Time,0,338,192,Sufficient,On Time,6,June,Q2,2025,Thursday,18.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD07692,2025-06-19,P002,Desktop PC,Electronics,SUP003,Prime Components,4.8,WH006,Pune Warehouse,Pune,8000,95.58,94,55000,5170000,Rail,Pune,Delhi,1207,6035,2025-06-28,2025-06-29,On Time,1,79,285,Reorder Required,Minor Delay,6,June,Q2,2025,Thursday,5.0,High Risk,High Risk,Medium Risk,High Risk
ORD01046,2025-06-19,P003,Monitor,Electronics,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,81.06,48,18000,864000,Sea,Chennai,Hyderabad,630,1890,2025-07-08,2025-07-13,Delayed,5,923,208,Sufficient,Moderate Delay,6,June,Q2,2025,Thursday,3.0,Low Risk,Medium Risk,High Risk,Medium Risk
ORD02666,2025-06-19,P003,Monitor,Electronics,SUP007,Digital Supply Co,3.8,WH006,Pune Warehouse,Pune,8000,51.57,22,18000,396000,Road,Bangalore,Jaipur,1183,9464,2025-06-26,2025-06-26,On Time,0,511,229,Sufficient,On Time,6,June,Q2,2025,Thursday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD01031,2025-06-19,P004,Keyboard,Accessories,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,73.08,99,1500,148500,Air,Chennai,Jaipur,266,4788,2025-06-22,2025-06-22,On Time,0,648,116,Sufficient,On Time,6,June,Q2,2025,Thursday,18.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD04395,2025-06-19,P013,Graphics Card,Computer Parts,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,61.81,3,45000,135000,Air,Hyderabad,Pune,980,17640,2025-06-21,2025-06-21,On Time,0,920,190,Sufficient,On Time,6,June,Q2,2025,Thursday,18.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD08092,2025-06-19,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,85.4,96,5000,480000,Road,Chennai,Delhi,1149,9192,2025-06-22,2025-06-22,On Time,0,59,215,Reorder Required,On Time,6,June,Q2,2025,Thursday,8.0,High Risk,Medium Risk,Low Risk,Medium Risk
ORD07824,2025-06-19,P005,Mouse,Accessories,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,76.74,74,800,59200,Road,Hyderabad,Pune,1397,11176,2025-06-24,2025-06-30,Delayed,6,373,273,Sufficient,Moderate Delay,6,June,Q2,2025,Thursday,8.0,Medium Risk,Medium Risk,High Risk,High Risk
ORD05288,2025-06-19,P008,Router,Networking,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,96.65,6,5000,30000,Rail,Hyderabad,Bangalore,990,4950,2025-06-30,2025-06-30,On Time,0,495,198,Sufficient,On Time,6,June,Q2,2025,Thursday,5.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD02412,2025-06-19,P006,Printer,Office Equipment,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,96.47,53,12000,636000,Rail,Delhi,Ahmedabad,1926,9630,2025-06-24,2025-06-24,On Time,0,445,222,Sufficient,On Time,6,June,Q2,2025,Thursday,5.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD00314,2025-06-19,P006,Printer,Office Equipment,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,77.53,97,12000,1164000,Sea,Delhi,Chennai,519,1557,2025-07-09,2025-07-09,On Time,0,946,264,Sufficient,On Time,6,June,Q2,2025,Thursday,3.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD07643,2025-06-19,P014,Webcam,Accessories,SUP001,TechSource India,4.6,WH004,Mumbai Central,Mumbai,15000,91.95,83,4000,332000,Rail,Hyderabad,Coimbatore,2002,10010,2025-07-01,2025-07-01,On Time,0,929,127,Sufficient,On Time,6,June,Q2,2025,Thursday,5.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD03152,2025-06-19,P004,Keyboard,Accessories,SUP007,Digital Supply Co,3.8,WH006,Pune Warehouse,Pune,8000,92.8,55,1500,82500,Sea,Pune,Coimbatore,907,2721,2025-07-01,2025-07-03,Delayed,2,426,131,Sufficient,Minor Delay,6,June,Q2,2025,Thursday,3.0,Low Risk,High Risk,Medium Risk,Medium Risk
ORD03164,2025-06-19,P003,Monitor,Electronics,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,50.94,27,18000,486000,Rail,Bangalore,Jaipur,1907,9535,2025-06-26,2025-06-26,On Time,0,282,109,Sufficient,On Time,6,June,Q2,2025,Thursday,5.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD00327,2025-06-19,P015,Headset,Accessories,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,90.51,58,2500,145000,Air,Hyderabad,Ahmedabad,2309,41562,2025-06-20,2025-06-30,Delayed,10,103,171,Reorder Required,Severe Delay,6,June,Q2,2025,Thursday,18.0,High Risk,High Risk,High Risk,High Risk
ORD00724,2025-06-19,P015,Headset,Accessories,SUP001,TechSource India,4.6,WH002,Bangalore Hub,Bangalore,12000,82.86,86,2500,215000,Rail,Mumbai,Delhi,536,2680,2025-06-30,2025-07-01,On Time,1,839,274,Sufficient,Minor Delay,6,June,Q2,2025,Thursday,5.0,Low Risk,Medium Risk,Medium Risk,Medium Risk
ORD01530,2025-06-19,P001,Laptop,Electronics,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,68.75,3,65000,195000,Rail,Chennai,Pune,1596,7980,2025-06-29,2025-07-05,Delayed,6,214,274,Reorder Required,Moderate Delay,6,June,Q2,2025,Thursday,5.0,High Risk,Low Risk,High Risk,High Risk
ORD03365,2025-06-19,P001,Laptop,Electronics,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,94.7,42,65000,2730000,Road,Delhi,Hyderabad,1481,11848,2025-06-22,2025-06-22,On Time,0,829,107,Sufficient,On Time,6,June,Q2,2025,Thursday,8.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD03964,2025-06-20,P012,RAM,Computer Parts,SUP004,NextGen Supplies,3.9,WH002,Bangalore Hub,Bangalore,12000,85.83,45,3500,157500,Sea,Mumbai,Coimbatore,713,2139,2025-07-02,2025-07-03,On Time,1,855,193,Sufficient,Minor Delay,6,June,Q2,2025,Friday,3.0,Low Risk,Medium Risk,Medium Risk,Medium Risk
ORD07685,2025-06-20,P011,SSD,Storage,SUP004,NextGen Supplies,3.9,WH004,Mumbai Central,Mumbai,15000,65.56,51,7000,357000,Road,Pune,Chennai,1733,13864,2025-06-26,2025-06-26,On Time,0,238,101,Sufficient,On Time,6,June,Q2,2025,Friday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD03616,2025-06-20,P005,Mouse,Accessories,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,95.94,22,800,17600,Air,Chennai,Pune,1525,27450,2025-06-22,2025-06-29,Delayed,7,936,119,Sufficient,Moderate Delay,6,June,Q2,2025,Friday,18.0,Low Risk,High Risk,High Risk,High Risk
ORD06310,2025-06-20,P001,Laptop,Electronics,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,46.54,29,65000,1885000,Road,Chennai,Mumbai,576,4608,2025-06-23,2025-06-23,On Time,0,596,201,Sufficient,On Time,6,June,Q2,2025,Friday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD06002,2025-06-20,P003,Monitor,Electronics,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,58.01,10,18000,180000,Sea,Pune,Bangalore,126,378,2025-07-10,2025-07-14,Delayed,4,21,113,Reorder Required,Moderate Delay,6,June,Q2,2025,Friday,3.0,High Risk,Low Risk,High Risk,High Risk
ORD05827,2025-06-20,P007,Scanner,Office Equipment,SUP005,SmartTech Distributors,4.4,WH003,Hyderabad Hub,Hyderabad,9000,56.59,14,9000,126000,Air,Delhi,Mumbai,68,1224,2025-06-21,2025-06-27,Delayed,6,651,100,Sufficient,Moderate Delay,6,June,Q2,2025,Friday,18.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD00029,2025-06-20,P013,Graphics Card,Computer Parts,SUP007,Digital Supply Co,3.8,WH006,Pune Warehouse,Pune,8000,63.53,95,45000,4275000,Rail,Hyderabad,Bangalore,1616,8080,2025-06-25,2025-06-25,On Time,0,224,217,Sufficient,On Time,6,June,Q2,2025,Friday,5.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD04667,2025-06-20,P015,Headset,Accessories,SUP007,Digital Supply Co,3.8,WH005,Delhi Distribution,Delhi,14000,87.93,35,2500,87500,Road,Mumbai,Hyderabad,2054,16432,2025-06-24,2025-07-01,Delayed,7,598,225,Sufficient,Moderate Delay,6,June,Q2,2025,Friday,8.0,Low Risk,Medium Risk,High Risk,Medium Risk
ORD06804,2025-06-20,P014,Webcam,Accessories,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,80.1,39,4000,156000,Sea,Hyderabad,Mumbai,260,780,2025-07-07,2025-07-07,On Time,0,986,219,Sufficient,On Time,6,June,Q2,2025,Friday,3.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD06953,2025-06-20,P009,Switch,Networking,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,54.56,91,7500,682500,Road,Chennai,Mumbai,307,2456,2025-06-24,2025-06-25,On Time,1,920,173,Sufficient,Minor Delay,6,June,Q2,2025,Friday,8.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD09865,2025-06-20,P006,Printer,Office Equipment,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,56.47,4,12000,48000,Air,Chennai,Bangalore,1786,32148,2025-06-23,2025-06-26,Delayed,3,60,210,Reorder Required,Minor Delay,6,June,Q2,2025,Friday,18.0,High Risk,Low Risk,Medium Risk,Medium Risk
ORD06263,2025-06-20,P014,Webcam,Accessories,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,80.82,99,4000,396000,Air,Delhi,Bangalore,2330,41940,2025-06-23,2025-06-23,On Time,0,466,182,Sufficient,On Time,6,June,Q2,2025,Friday,18.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD04290,2025-06-20,P013,Graphics Card,Computer Parts,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,83.79,80,45000,3600000,Rail,Chennai,Coimbatore,2190,10950,2025-06-28,2025-06-28,On Time,0,469,253,Sufficient,On Time,6,June,Q2,2025,Friday,5.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD03580,2025-06-20,P009,Switch,Networking,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,63.61,75,7500,562500,Rail,Pune,Kolkata,870,4350,2025-07-02,2025-07-02,On Time,0,650,182,Sufficient,On Time,6,June,Q2,2025,Friday,5.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD03901,2025-06-20,P001,Laptop,Electronics,SUP002,Global Electronics,4.2,WH001,Chennai Central,Chennai,10000,49.38,31,65000,2015000,Air,Hyderabad,Jaipur,1594,28692,2025-06-23,2025-06-26,Delayed,3,859,244,Sufficient,Minor Delay,6,June,Q2,2025,Friday,18.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD01184,2025-06-20,P012,RAM,Computer Parts,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,56.12,31,3500,108500,Sea,Mumbai,Kolkata,552,1656,2025-07-10,2025-07-10,On Time,0,979,281,Sufficient,On Time,6,June,Q2,2025,Friday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD06946,2025-06-20,P009,Switch,Networking,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,53.01,79,7500,592500,Road,Pune,Ahmedabad,1550,12400,2025-06-27,2025-06-27,On Time,0,308,200,Sufficient,On Time,6,June,Q2,2025,Friday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD05260,2025-06-20,P008,Router,Networking,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,57.35,80,5000,400000,Air,Pune,Chennai,2185,39330,2025-06-21,2025-06-21,On Time,0,257,206,Sufficient,On Time,6,June,Q2,2025,Friday,18.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD03411,2025-06-20,P009,Switch,Networking,SUP005,SmartTech Distributors,4.4,WH003,Hyderabad Hub,Hyderabad,9000,82.67,99,7500,742500,Air,Bangalore,Ahmedabad,600,10800,2025-06-21,2025-06-21,On Time,0,461,282,Sufficient,On Time,6,June,Q2,2025,Friday,18.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD05554,2025-06-20,P014,Webcam,Accessories,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,97.63,48,4000,192000,Sea,Pune,Hyderabad,1012,3036,2025-07-09,2025-07-09,On Time,0,277,218,Sufficient,On Time,6,June,Q2,2025,Friday,3.0,Medium Risk,High Risk,Low Risk,Medium Risk
ORD05710,2025-06-20,P003,Monitor,Electronics,SUP004,NextGen Supplies,3.9,WH006,Pune Warehouse,Pune,8000,81.22,93,18000,1674000,Rail,Chennai,Kolkata,681,3405,2025-07-01,2025-07-01,On Time,0,158,125,Sufficient,On Time,6,June,Q2,2025,Friday,5.0,Medium Risk,Medium Risk,Low Risk,Medium Risk
ORD09690,2025-06-20,P010,Hard Drive,Storage,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,68.28,19,6000,114000,Road,Chennai,Coimbatore,184,1472,2025-06-28,2025-06-28,On Time,0,826,235,Sufficient,On Time,6,June,Q2,2025,Friday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD08400,2025-06-20,P011,SSD,Storage,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,92.89,7,7000,49000,Rail,Chennai,Bangalore,2295,11475,2025-06-28,2025-07-01,Delayed,3,210,161,Sufficient,Minor Delay,6,June,Q2,2025,Friday,5.0,Medium Risk,High Risk,Medium Risk,High Risk
ORD06122,2025-06-21,P010,Hard Drive,Storage,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,82.05,11,6000,66000,Rail,Pune,Delhi,1199,5995,2025-06-28,2025-06-28,On Time,0,426,101,Sufficient,On Time,6,June,Q2,2025,Saturday,5.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD09224,2025-06-21,P003,Monitor,Electronics,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,54.23,77,18000,1386000,Sea,Bangalore,Chennai,1661,4983,2025-07-11,2025-07-11,On Time,0,258,211,Sufficient,On Time,6,June,Q2,2025,Saturday,3.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD08934,2025-06-21,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,56.0,46,800,36800,Road,Mumbai,Coimbatore,1256,10048,2025-06-29,2025-06-29,On Time,0,516,226,Sufficient,On Time,6,June,Q2,2025,Saturday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD04231,2025-06-21,P007,Scanner,Office Equipment,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,72.84,14,9000,126000,Rail,Mumbai,Chennai,638,3190,2025-06-30,2025-07-01,On Time,1,889,256,Sufficient,Minor Delay,6,June,Q2,2025,Saturday,5.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD08641,2025-06-21,P001,Laptop,Electronics,SUP005,SmartTech Distributors,4.4,WH005,Delhi Distribution,Delhi,14000,59.08,97,65000,6305000,Rail,Mumbai,Bangalore,337,1685,2025-06-28,2025-06-29,On Time,1,262,131,Sufficient,Minor Delay,6,June,Q2,2025,Saturday,5.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD00820,2025-06-21,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH006,Pune Warehouse,Pune,8000,62.69,45,5000,225000,Air,Pune,Ahmedabad,1088,19584,2025-06-24,2025-06-24,On Time,0,328,281,Sufficient,On Time,6,June,Q2,2025,Saturday,18.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD07477,2025-06-21,P011,SSD,Storage,SUP007,Digital Supply Co,3.8,WH003,Hyderabad Hub,Hyderabad,9000,97.24,53,7000,371000,Road,Chennai,Pune,1823,14584,2025-06-24,2025-06-24,On Time,0,833,299,Sufficient,On Time,6,June,Q2,2025,Saturday,8.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD00459,2025-06-21,P005,Mouse,Accessories,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,45.56,33,800,26400,Sea,Mumbai,Jaipur,848,2544,2025-07-09,2025-07-09,On Time,0,340,240,Sufficient,On Time,6,June,Q2,2025,Saturday,3.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD00490,2025-06-21,P012,RAM,Computer Parts,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,54.29,87,3500,304500,Air,Chennai,Bangalore,1618,29124,2025-06-24,2025-06-24,On Time,0,394,193,Sufficient,On Time,6,June,Q2,2025,Saturday,18.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD00664,2025-06-21,P001,Laptop,Electronics,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,84.11,66,65000,4290000,Rail,Delhi,Jaipur,104,520,2025-06-29,2025-07-01,Delayed,2,336,160,Sufficient,Minor Delay,6,June,Q2,2025,Saturday,5.0,Low Risk,Medium Risk,Medium Risk,Medium Risk
ORD07765,2025-06-21,P007,Scanner,Office Equipment,SUP007,Digital Supply Co,3.8,WH003,Hyderabad Hub,Hyderabad,9000,91.39,63,9000,567000,Road,Pune,Delhi,2495,19960,2025-06-26,2025-06-26,On Time,0,793,200,Sufficient,On Time,6,June,Q2,2025,Saturday,8.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD01615,2025-06-21,P013,Graphics Card,Computer Parts,SUP004,NextGen Supplies,3.9,WH004,Mumbai Central,Mumbai,15000,69.64,54,45000,2430000,Rail,Chennai,Jaipur,1526,7630,2025-06-29,2025-06-29,On Time,0,30,186,Reorder Required,On Time,6,June,Q2,2025,Saturday,5.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD03834,2025-06-21,P006,Printer,Office Equipment,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,76.96,51,12000,612000,Road,Mumbai,Bangalore,1258,10064,2025-06-29,2025-06-29,On Time,0,70,158,Reorder Required,On Time,6,June,Q2,2025,Saturday,8.0,High Risk,Medium Risk,Low Risk,Medium Risk
ORD08469,2025-06-21,P012,RAM,Computer Parts,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,60.3,50,3500,175000,Rail,Hyderabad,Bangalore,1420,7100,2025-07-01,2025-07-01,On Time,0,224,297,Reorder Required,On Time,6,June,Q2,2025,Saturday,5.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD09803,2025-06-21,P006,Printer,Office Equipment,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,79.32,11,12000,132000,Rail,Pune,Bangalore,239,1195,2025-06-27,2025-06-27,On Time,0,443,231,Sufficient,On Time,6,June,Q2,2025,Saturday,5.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD00361,2025-06-21,P005,Mouse,Accessories,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,79.44,72,800,57600,Air,Hyderabad,Chennai,1736,31248,2025-06-22,2025-06-22,On Time,0,610,247,Sufficient,On Time,6,June,Q2,2025,Saturday,18.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD02677,2025-06-21,P015,Headset,Accessories,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,78.02,54,2500,135000,Rail,Chennai,Hyderabad,555,2775,2025-06-29,2025-06-29,On Time,0,832,199,Sufficient,On Time,6,June,Q2,2025,Saturday,5.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD06121,2025-06-21,P005,Mouse,Accessories,SUP003,Prime Components,4.8,WH003,Hyderabad Hub,Hyderabad,9000,51.1,78,800,62400,Air,Pune,Hyderabad,2126,38268,2025-06-23,2025-06-23,On Time,0,132,136,Reorder Required,On Time,6,June,Q2,2025,Saturday,18.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD04747,2025-06-21,P012,RAM,Computer Parts,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,59.02,32,3500,112000,Air,Chennai,Bangalore,2372,42696,2025-06-24,2025-06-24,On Time,0,183,146,Sufficient,On Time,6,June,Q2,2025,Saturday,18.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD01288,2025-06-21,P009,Switch,Networking,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,52.35,88,7500,660000,Air,Mumbai,Jaipur,665,11970,2025-06-22,2025-06-22,On Time,0,94,246,Reorder Required,On Time,6,June,Q2,2025,Saturday,18.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD04511,2025-06-21,P006,Printer,Office Equipment,SUP007,Digital Supply Co,3.8,WH003,Hyderabad Hub,Hyderabad,9000,52.76,40,12000,480000,Rail,Delhi,Hyderabad,2074,10370,2025-07-03,2025-07-05,Delayed,2,637,153,Sufficient,Minor Delay,6,June,Q2,2025,Saturday,5.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD03786,2025-06-21,P015,Headset,Accessories,SUP005,SmartTech Distributors,4.4,WH003,Hyderabad Hub,Hyderabad,9000,92.99,86,2500,215000,Air,Bangalore,Mumbai,1675,30150,2025-06-24,2025-06-24,On Time,0,93,126,Reorder Required,On Time,6,June,Q2,2025,Saturday,18.0,High Risk,High Risk,Low Risk,High Risk
ORD05736,2025-06-22,P007,Scanner,Office Equipment,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,93.95,46,9000,414000,Air,Hyderabad,Ahmedabad,1098,19764,2025-06-24,2025-06-24,On Time,0,428,245,Sufficient,On Time,6,June,Q2,2025,Sunday,18.0,Low Risk,High Risk,Low Risk,Medium Risk
