Order_ID,Order_Date,Product_ID,Product_Name,Product_Category,Supplier_ID,Supplier_Name,Supplier_Rating,Warehouse_ID,Warehouse_Name,Warehouse_Location,Warehouse_Capacity,Warehouse_Utilization,Quantity,Unit_Price,Order_Value,Shipping_Mode,Origin,Destination,Distance_KM,Shipping_Cost,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delivery_Delay_Days,Inventory_Level,Reorder_Level,Inventory_Status
ORD03936,2025-02-01,P013,Graphics Card,Computer Parts,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,73.09,83,45000,3735000,Sea,Mumbai,Hyderabad,1350,4050,2025-02-14,2025-02-23,Delayed,9,129,185,Reorder Required
ORD03937,2025-10-06,P014,Webcam,Accessories,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,66.87,67,4000,268000,Air,Hyderabad,Bangalore,490,8820,2025-10-08,2025-10-08,On Time,0,842,172,Sufficient
ORD03938,2025-02-06,P011,SSD,Storage,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,95.95,44,7000,308000,Rail,Bangalore,Ahmedabad,482,2410,2025-02-11,2025-02-11,On Time,0,765,259,Sufficient
ORD03939,2025-07-08,P014,Webcam,Accessories,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,47.2,41,4000,164000,Road,Delhi,Ahmedabad,1487,11896,2025-07-14,2025-07-18,Delayed,4,854,146,Sufficient
ORD03940,2025-05-06,P007,Scanner,Office Equipment,SUP002,Global Electronics,4.2,WH002,Bangalore Hub,Bangalore,12000,53.36,88,9000,792000,Road,Chennai,Delhi,1326,10608,2025-05-12,2025-05-12,On Time,0,656,223,Sufficient
ORD03941,2025-10-16,P014,Webcam,Accessories,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,86.37,85,4000,340000,Road,Bangalore,Kolkata,2069,16552,2025-10-21,2025-10-21,On Time,0,416,245,Sufficient
ORD03942,2025-04-24,P003,Monitor,Electronics,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,69.37,10,18000,180000,Road,Mumbai,Bangalore,826,6608,2025-04-27,2025-04-28,On Time,1,48,258,Reorder Required
ORD03943,2025-09-28,P005,Mouse,Accessories,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,96.66,76,800,60800,Road,Delhi,Ahmedabad,2000,16000,2025-10-06,2025-10-10,Delayed,4,672,127,Sufficient
ORD03944,2025-10-20,P013,Graphics Card,Computer Parts,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,77.29,45,45000,2025000,Rail,Mumbai,Delhi,1744,8720,2025-10-25,2025-10-26,Delayed,1,429,263,Sufficient
ORD03945,2025-11-30,P014,Webcam,Accessories,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,78.38,38,4000,152000,Road,Chennai,Jaipur,1942,15536,2025-12-03,2025-12-07,Delayed,4,155,194,Reorder Required
ORD03946,2025-12-19,P013,Graphics Card,Computer Parts,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,87.97,96,45000,4320000,Road,Delhi,Chennai,1597,12776,2025-12-22,2025-12-28,Delayed,6,825,162,Sufficient
ORD03947,2025-01-21,P001,Laptop,Electronics,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,74.66,3,65000,195000,Road,Chennai,Hyderabad,625,5000,2025-01-25,2025-01-25,On Time,0,739,201,Sufficient
ORD03948,2025-04-22,P014,Webcam,Accessories,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,83.49,13,4000,52000,Road,Chennai,Bangalore,2286,18288,2025-04-25,2025-04-25,On Time,0,828,168,Sufficient
ORD03949,2025-02-27,P001,Laptop,Electronics,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,97.59,56,65000,3640000,Sea,Chennai,Bangalore,1203,3609,2025-03-18,2025-03-18,On Time,0,830,298,Sufficient
ORD03950,2025-04-28,P014,Webcam,Accessories,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,94.66,20,4000,80000,Rail,Hyderabad,Bangalore,2374,11870,2025-05-09,2025-05-09,On Time,0,953,251,Sufficient
ORD03951,2025-09-17,P011,SSD,Storage,SUP007,Digital Supply Co,3.8,WH001,Chennai Central,Chennai,10000,86.69,56,7000,392000,Sea,Bangalore,Ahmedabad,130,390,2025-09-29,2025-09-29,On Time,0,894,177,Sufficient
ORD03952,2025-11-01,P007,Scanner,Office Equipment,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,89.19,5,9000,45000,Rail,Pune,Delhi,691,3455,2025-11-07,2025-11-07,On Time,0,957,183,Sufficient
ORD03953,2025-05-15,P011,SSD,Storage,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,96.32,90,7000,630000,Sea,Hyderabad,Jaipur,1396,4188,2025-05-25,2025-05-25,On Time,0,321,136,Sufficient
ORD03954,2025-11-30,P013,Graphics Card,Computer Parts,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,71.38,28,45000,1260000,Rail,Hyderabad,Mumbai,522,2610,2025-12-12,2025-12-12,On Time,0,535,213,Sufficient
ORD03955,2025-03-05,P014,Webcam,Accessories,SUP004,NextGen Supplies,3.9,WH002,Bangalore Hub,Bangalore,12000,50.61,1,4000,4000,Rail,Chennai,Kolkata,419,2095,2025-03-13,2025-03-13,On Time,0,34,160,Reorder Required
ORD03956,2025-09-26,P007,Scanner,Office Equipment,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,71.45,94,9000,846000,Sea,Hyderabad,Delhi,2171,6513,2025-10-08,2025-10-16,Delayed,8,587,102,Sufficient
ORD03957,2025-04-10,P010,Hard Drive,Storage,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,54.26,39,6000,234000,Sea,Bangalore,Chennai,2419,7257,2025-04-26,2025-04-27,On Time,1,795,211,Sufficient
ORD03958,2025-07-13,P001,Laptop,Electronics,SUP003,Prime Components,4.8,WH006,Pune Warehouse,Pune,8000,71.12,78,65000,5070000,Sea,Pune,Delhi,2500,7500,2025-07-24,2025-07-24,On Time,0,283,282,Sufficient
ORD03959,2025-08-01,P005,Mouse,Accessories,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,88.21,42,800,33600,Air,Pune,Delhi,1717,30906,2025-08-04,2025-08-04,On Time,0,271,276,Reorder Required
ORD03960,2025-11-21,P008,Router,Networking,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,85.8,26,5000,130000,Air,Bangalore,Ahmedabad,2106,37908,2025-11-23,2025-11-23,On Time,0,553,218,Sufficient
ORD03961,2025-03-16,P015,Headset,Accessories,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,85.73,99,2500,247500,Sea,Mumbai,Pune,1102,3306,2025-04-03,2025-04-03,On Time,0,531,178,Sufficient
ORD03962,2025-05-29,P007,Scanner,Office Equipment,SUP005,SmartTech Distributors,4.4,WH003,Hyderabad Hub,Hyderabad,9000,90.04,81,9000,729000,Air,Pune,Chennai,824,14832,2025-05-30,2025-05-30,On Time,0,678,125,Sufficient
ORD03963,2025-04-30,P007,Scanner,Office Equipment,SUP007,Digital Supply Co,3.8,WH003,Hyderabad Hub,Hyderabad,9000,61.2,97,9000,873000,Air,Hyderabad,Mumbai,2319,41742,2025-05-02,2025-05-02,On Time,0,159,163,Reorder Required
ORD03964,2025-06-20,P012,RAM,Computer Parts,SUP004,NextGen Supplies,3.9,WH002,Bangalore Hub,Bangalore,12000,85.83,45,3500,157500,Sea,Mumbai,Coimbatore,713,2139,2025-07-02,2025-07-03,On Time,1,855,193,Sufficient
ORD03965,2025-12-10,P006,Printer,Office Equipment,SUP005,SmartTech Distributors,4.4,WH005,Delhi Distribution,Delhi,14000,69.74,82,12000,984000,Rail,Pune,Chennai,955,4775,2025-12-15,2025-12-19,Delayed,4,848,262,Sufficient
ORD03966,2025-07-23,P002,Desktop PC,Electronics,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,63.88,87,55000,4785000,Sea,Mumbai,Chennai,456,1368,2025-08-06,2025-08-06,On Time,0,967,120,Sufficient
ORD03967,2025-09-28,P002,Desktop PC,Electronics,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,69.52,28,55000,1540000,Road,Hyderabad,Mumbai,1169,9352,2025-10-02,2025-10-02,On Time,0,386,239,Sufficient
ORD03968,2025-07-27,P006,Printer,Office Equipment,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,88.47,100,12000,1200000,Road,Mumbai,Jaipur,1887,15096,2025-08-04,2025-08-04,On Time,0,928,212,Sufficient
ORD03969,2025-11-07,P013,Graphics Card,Computer Parts,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,60.63,48,45000,2160000,Road,Chennai,Jaipur,2330,18640,2025-11-10,2025-11-20,Delayed,10,895,167,Sufficient
ORD03970,2025-01-08,P001,Laptop,Electronics,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,79.09,63,65000,4095000,Rail,Bangalore,Chennai,1586,7930,2025-01-18,2025-01-18,On Time,0,169,214,Reorder Required
ORD03971,2025-11-18,P004,Keyboard,Accessories,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,50.32,68,1500,102000,Rail,Mumbai,Hyderabad,1662,8310,2025-11-30,2025-11-30,On Time,0,731,264,Sufficient
ORD03972,2025-06-08,P004,Keyboard,Accessories,SUP002,Global Electronics,4.2,WH006,Pune Warehouse,Pune,8000,50.77,8,1500,12000,Sea,Hyderabad,Mumbai,2494,7482,2025-06-26,2025-06-27,On Time,1,100,170,Reorder Required
ORD03973,2025-04-06,P007,Scanner,Office Equipment,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,71.83,76,9000,684000,Rail,Chennai,Kolkata,1103,5515,2025-04-17,2025-04-17,On Time,0,983,150,Sufficient
ORD03974,2025-04-14,P014,Webcam,Accessories,SUP002,Global Electronics,4.2,WH004,Mumbai Central,Mumbai,15000,60.07,64,4000,256000,Air,Pune,Hyderabad,2262,40716,2025-04-17,2025-04-17,On Time,0,384,236,Sufficient
ORD03975,2025-08-31,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,62.69,75,800,60000,Air,Mumbai,Pune,597,10746,2025-09-04,2025-09-04,On Time,0,687,178,Sufficient
ORD03976,2025-11-07,P008,Router,Networking,SUP003,Prime Components,4.8,WH002,Bangalore Hub,Bangalore,12000,60.91,37,5000,185000,Air,Hyderabad,Delhi,158,2844,2025-11-10,2025-11-10,On Time,0,29,128,Reorder Required
ORD03977,2025-10-30,P010,Hard Drive,Storage,SUP007,Digital Supply Co,3.8,WH001,Chennai Central,Chennai,10000,68.33,15,6000,90000,Sea,Mumbai,Coimbatore,1367,4101,2025-11-13,2025-11-13,On Time,0,758,188,Sufficient
ORD03978,2025-11-14,P009,Switch,Networking,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,89.26,17,7500,127500,Sea,Delhi,Hyderabad,930,2790,2025-11-27,2025-11-27,On Time,0,968,287,Sufficient
ORD03979,2025-01-17,P012,RAM,Computer Parts,SUP003,Prime Components,4.8,WH006,Pune Warehouse,Pune,8000,55.93,45,3500,157500,Air,Bangalore,Jaipur,1420,25560,2025-01-19,2025-01-19,On Time,0,429,277,Sufficient
ORD03980,2025-09-07,P011,SSD,Storage,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,84.12,23,7000,161000,Air,Bangalore,Delhi,1533,27594,2025-09-11,2025-09-11,On Time,0,246,124,Sufficient
ORD03981,2025-03-01,P002,Desktop PC,Electronics,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,89.11,16,55000,880000,Sea,Bangalore,Mumbai,1544,4632,2025-03-19,2025-03-22,Delayed,3,933,175,Sufficient
ORD03982,2025-11-20,P003,Monitor,Electronics,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,70.21,12,18000,216000,Air,Mumbai,Jaipur,1315,23670,2025-11-23,2025-11-24,On Time,1,927,240,Sufficient
ORD03983,2025-08-23,P015,Headset,Accessories,SUP002,Global Electronics,4.2,WH002,Bangalore Hub,Bangalore,12000,73.54,42,2500,105000,Rail,Hyderabad,Coimbatore,2444,12220,2025-08-29,2025-08-29,On Time,0,822,171,Sufficient
ORD03984,2025-03-31,P006,Printer,Office Equipment,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,67.81,93,12000,1116000,Sea,Bangalore,Jaipur,1788,5364,2025-04-14,2025-04-18,Delayed,4,896,131,Sufficient
ORD03985,2025-03-20,P001,Laptop,Electronics,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,79.84,54,65000,3510000,Sea,Delhi,Hyderabad,1983,5949,2025-04-06,2025-04-06,On Time,0,247,201,Sufficient
ORD03986,2025-03-12,P001,Laptop,Electronics,SUP008,FutureTech Suppliers,4.5,WH006,Pune Warehouse,Pune,8000,61.63,46,65000,2990000,Road,Mumbai,Kolkata,2478,19824,2025-03-15,2025-03-15,On Time,0,770,239,Sufficient
ORD03987,2025-07-22,P009,Switch,Networking,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,65.22,36,7500,270000,Air,Chennai,Kolkata,1219,21942,2025-07-24,2025-07-24,On Time,0,109,181,Reorder Required
ORD03988,2025-11-23,P012,RAM,Computer Parts,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,84.76,4,3500,14000,Rail,Mumbai,Hyderabad,457,2285,2025-11-28,2025-11-28,On Time,0,752,162,Sufficient
ORD03989,2025-07-29,P004,Keyboard,Accessories,SUP003,Prime Components,4.8,WH002,Bangalore Hub,Bangalore,12000,49.72,88,1500,132000,Air,Pune,Bangalore,2302,41436,2025-08-01,2025-08-01,On Time,0,628,268,Sufficient
ORD03990,2025-07-01,P007,Scanner,Office Equipment,SUP002,Global Electronics,4.2,WH002,Bangalore Hub,Bangalore,12000,81.13,89,9000,801000,Road,Mumbai,Jaipur,2161,17288,2025-07-07,2025-07-12,Delayed,5,543,174,Sufficient
ORD03991,2025-05-19,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,69.85,1,800,800,Sea,Pune,Delhi,1430,4290,2025-06-08,2025-06-09,On Time,1,775,225,Sufficient
ORD03992,2025-05-29,P002,Desktop PC,Electronics,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,91.94,96,55000,5280000,Air,Chennai,Coimbatore,910,16380,2025-05-30,2025-05-30,On Time,0,795,144,Sufficient
ORD03993,2025-04-24,P014,Webcam,Accessories,SUP004,NextGen Supplies,3.9,WH006,Pune Warehouse,Pune,8000,69.02,56,4000,224000,Rail,Chennai,Pune,1920,9600,2025-05-04,2025-05-05,On Time,1,433,114,Sufficient
ORD03994,2025-01-30,P003,Monitor,Electronics,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,94.63,59,18000,1062000,Sea,Mumbai,Kolkata,232,696,2025-02-15,2025-02-15,On Time,0,39,231,Reorder Required
ORD03995,2025-12-31,P003,Monitor,Electronics,SUP007,Digital Supply Co,3.8,WH001,Chennai Central,Chennai,10000,85.45,7,18000,126000,Sea,Delhi,Jaipur,1728,5184,2026-01-15,2026-01-19,Delayed,4,159,198,Reorder Required
ORD03996,2025-05-11,P008,Router,Networking,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,68.11,84,5000,420000,Air,Chennai,Hyderabad,1164,20952,2025-05-12,2025-05-12,On Time,0,220,245,Reorder Required
ORD03997,2025-05-26,P009,Switch,Networking,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,70.88,75,7500,562500,Sea,Chennai,Bangalore,2311,6933,2025-06-15,2025-06-15,On Time,0,943,231,Sufficient
ORD03998,2025-07-18,P011,SSD,Storage,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,50.04,71,7000,497000,Road,Delhi,Mumbai,2432,19456,2025-07-26,2025-07-27,On Time,1,103,244,Reorder Required
ORD03999,2025-10-31,P010,Hard Drive,Storage,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,95.62,14,6000,84000,Sea,Delhi,Hyderabad,444,1332,2025-11-16,2025-11-16,On Time,0,888,234,Sufficient
ORD04000,2025-08-27,P012,RAM,Computer Parts,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,84.72,54,3500,189000,Road,Chennai,Coimbatore,181,1448,2025-09-03,2025-09-04,On Time,1,720,181,Sufficient
ORD04001,2025-03-06,P007,Scanner,Office Equipment,SUP003,Prime Components,4.8,WH003,Hyderabad Hub,Hyderabad,9000,62.86,77,9000,693000,Road,Hyderabad,Coimbatore,970,7760,2025-03-10,2025-03-11,On Time,1,913,211,Sufficient
ORD04002,2025-02-11,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,52.29,10,5000,50000,Rail,Chennai,Jaipur,1937,9685,2025-02-20,2025-02-20,On Time,0,265,183,Sufficient
ORD04003,2025-09-08,P011,SSD,Storage,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,91.54,45,7000,315000,Air,Delhi,Mumbai,2064,37152,2025-09-12,2025-09-12,On Time,0,115,232,Reorder Required
ORD04004,2025-06-14,P007,Scanner,Office Equipment,SUP007,Digital Supply Co,3.8,WH006,Pune Warehouse,Pune,8000,62.47,100,9000,900000,Air,Chennai,Kolkata,928,16704,2025-06-15,2025-06-16,On Time,1,117,296,Reorder Required
ORD04005,2025-10-01,P012,RAM,Computer Parts,SUP004,NextGen Supplies,3.9,WH004,Mumbai Central,Mumbai,15000,55.69,23,3500,80500,Road,Pune,Mumbai,1226,9808,2025-10-04,2025-10-10,Delayed,6,44,148,Reorder Required
ORD04006,2025-07-25,P001,Laptop,Electronics,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,61.71,76,65000,4940000,Sea,Pune,Coimbatore,1856,5568,2025-08-09,2025-08-09,On Time,0,458,279,Sufficient
ORD04007,2025-12-29,P005,Mouse,Accessories,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,92.99,66,800,52800,Sea,Bangalore,Jaipur,2334,7002,2026-01-18,2026-01-21,Delayed,3,935,184,Sufficient
ORD04008,2025-09-19,P009,Switch,Networking,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,80.26,36,7500,270000,Road,Hyderabad,Chennai,942,7536,2025-09-22,2025-09-22,On Time,0,337,295,Sufficient
ORD04009,2025-07-11,P001,Laptop,Electronics,SUP007,Digital Supply Co,3.8,WH003,Hyderabad Hub,Hyderabad,9000,91.88,89,65000,5785000,Sea,Delhi,Jaipur,1806,5418,2025-07-24,2025-07-24,On Time,0,320,222,Sufficient
ORD04010,2025-02-10,P004,Keyboard,Accessories,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,64.54,22,1500,33000,Air,Pune,Mumbai,2174,39132,2025-02-12,2025-02-12,On Time,0,46,208,Reorder Required
ORD04011,2025-08-23,P014,Webcam,Accessories,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,88.35,94,4000,376000,Sea,Mumbai,Kolkata,1551,4653,2025-09-08,2025-09-08,On Time,0,917,207,Sufficient
ORD04012,2025-11-20,P001,Laptop,Electronics,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,92.49,30,65000,1950000,Rail,Mumbai,Ahmedabad,2044,10220,2025-12-02,2025-12-04,Delayed,2,54,288,Reorder Required
ORD04013,2025-12-17,P009,Switch,Networking,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,56.55,75,7500,562500,Sea,Chennai,Bangalore,2178,6534,2025-12-29,2025-12-29,On Time,0,943,103,Sufficient
ORD04014,2025-05-21,P001,Laptop,Electronics,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,56.19,95,65000,6175000,Rail,Mumbai,Bangalore,2039,10195,2025-05-29,2025-05-29,On Time,0,855,113,Sufficient
ORD04015,2025-12-07,P001,Laptop,Electronics,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,77.98,51,65000,3315000,Air,Mumbai,Pune,445,8010,2025-12-10,2025-12-11,On Time,1,753,264,Sufficient
ORD04016,2025-09-27,P009,Switch,Networking,SUP005,SmartTech Distributors,4.4,WH003,Hyderabad Hub,Hyderabad,9000,49.59,65,7500,487500,Sea,Delhi,Pune,1955,5865,2025-10-16,2025-10-16,On Time,0,319,253,Sufficient
ORD04017,2025-11-05,P014,Webcam,Accessories,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,73.56,9,4000,36000,Road,Mumbai,Jaipur,774,6192,2025-11-09,2025-11-09,On Time,0,118,105,Sufficient
ORD04018,2025-11-29,P014,Webcam,Accessories,SUP004,NextGen Supplies,3.9,WH002,Bangalore Hub,Bangalore,12000,97.07,98,4000,392000,Sea,Pune,Coimbatore,1679,5037,2025-12-15,2025-12-16,On Time,1,575,269,Sufficient
ORD04019,2025-10-20,P009,Switch,Networking,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,93.54,3,7500,22500,Road,Bangalore,Hyderabad,1628,13024,2025-10-25,2025-10-29,Delayed,4,70,181,Reorder Required
ORD04020,2025-05-14,P002,Desktop PC,Electronics,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,54.42,97,55000,5335000,Rail,Chennai,Ahmedabad,1717,8585,2025-05-24,2025-05-24,On Time,0,241,186,Sufficient
ORD04021,2025-10-16,P005,Mouse,Accessories,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,86.69,56,800,44800,Road,Bangalore,Jaipur,1760,14080,2025-10-24,2025-10-25,Delayed,1,572,169,Sufficient
ORD04022,2025-11-20,P011,SSD,Storage,SUP003,Prime Components,4.8,WH006,Pune Warehouse,Pune,8000,66.12,76,7000,532000,Sea,Chennai,Delhi,1349,4047,2025-12-03,2025-12-04,On Time,1,575,213,Sufficient
ORD04023,2025-03-15,P012,RAM,Computer Parts,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,97.63,63,3500,220500,Sea,Bangalore,Mumbai,1423,4269,2025-03-29,2025-03-30,On Time,1,788,117,Sufficient
ORD04024,2025-04-27,P014,Webcam,Accessories,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,54.45,95,4000,380000,Rail,Pune,Coimbatore,833,4165,2025-05-06,2025-05-06,On Time,0,270,116,Sufficient
ORD04025,2025-01-26,P001,Laptop,Electronics,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,66.44,6,65000,390000,Air,Chennai,Hyderabad,1195,21510,2025-01-27,2025-01-28,On Time,1,52,155,Reorder Required
ORD04026,2025-05-09,P003,Monitor,Electronics,SUP004,NextGen Supplies,3.9,WH004,Mumbai Central,Mumbai,15000,68.31,93,18000,1674000,Rail,Bangalore,Mumbai,1274,6370,2025-05-16,2025-05-16,On Time,0,925,260,Sufficient
ORD04027,2025-09-20,P010,Hard Drive,Storage,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,46.86,21,6000,126000,Road,Mumbai,Ahmedabad,1255,10040,2025-09-28,2025-10-08,Delayed,10,201,125,Sufficient
ORD04028,2025-02-23,P008,Router,Networking,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,81.24,35,5000,175000,Rail,Chennai,Pune,405,2025,2025-03-07,2025-03-07,On Time,0,769,225,Sufficient
ORD04029,2025-08-04,P004,Keyboard,Accessories,SUP002,Global Electronics,4.2,WH002,Bangalore Hub,Bangalore,12000,96.61,19,1500,28500,Air,Pune,Chennai,1174,21132,2025-08-08,2025-08-09,On Time,1,735,264,Sufficient
ORD04030,2025-06-13,P002,Desktop PC,Electronics,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,73.16,22,55000,1210000,Sea,Chennai,Delhi,1487,4461,2025-06-30,2025-07-07,Delayed,7,344,276,Sufficient
ORD04031,2025-12-19,P007,Scanner,Office Equipment,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,48.49,99,9000,891000,Rail,Mumbai,Coimbatore,1573,7865,2025-12-31,2026-01-01,On Time,1,145,145,Sufficient
ORD04032,2025-10-30,P010,Hard Drive,Storage,SUP004,NextGen Supplies,3.9,WH006,Pune Warehouse,Pune,8000,45.08,84,6000,504000,Road,Mumbai,Kolkata,2009,16072,2025-11-02,2025-11-03,On Time,1,672,102,Sufficient
ORD04033,2025-03-29,P011,SSD,Storage,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,45.0,55,7000,385000,Rail,Pune,Delhi,1303,6515,2025-04-08,2025-04-08,On Time,0,991,150,Sufficient
ORD04034,2025-01-06,P004,Keyboard,Accessories,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,49.65,82,1500,123000,Road,Mumbai,Delhi,1785,14280,2025-01-11,2025-01-11,On Time,0,775,252,Sufficient
ORD04035,2025-10-04,P007,Scanner,Office Equipment,SUP005,SmartTech Distributors,4.4,WH005,Delhi Distribution,Delhi,14000,65.04,84,9000,756000,Sea,Pune,Delhi,842,2526,2025-10-16,2025-10-26,Delayed,10,164,142,Sufficient
ORD04036,2025-07-26,P009,Switch,Networking,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,82.37,83,7500,622500,Rail,Mumbai,Pune,1574,7870,2025-08-07,2025-08-07,On Time,0,355,223,Sufficient
ORD04037,2025-07-17,P015,Headset,Accessories,SUP006,Reliable Components,4.7,WH002,Bangalore Hub,Bangalore,12000,51.84,1,2500,2500,Rail,Hyderabad,Kolkata,1229,6145,2025-07-25,2025-08-03,Delayed,9,134,156,Reorder Required
ORD04038,2025-03-30,P006,Printer,Office Equipment,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,83.74,3,12000,36000,Air,Chennai,Hyderabad,720,12960,2025-04-03,2025-04-03,On Time,0,728,195,Sufficient
ORD04039,2025-01-02,P010,Hard Drive,Storage,SUP005,SmartTech Distributors,4.4,WH003,Hyderabad Hub,Hyderabad,9000,52.71,48,6000,288000,Sea,Bangalore,Delhi,2385,7155,2025-01-14,2025-01-15,On Time,1,452,145,Sufficient
ORD04040,2025-12-03,P005,Mouse,Accessories,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,48.23,55,800,44000,Road,Bangalore,Coimbatore,673,5384,2025-12-11,2025-12-11,On Time,0,512,117,Sufficient
ORD04041,2025-03-15,P005,Mouse,Accessories,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,76.96,99,800,79200,Sea,Hyderabad,Bangalore,1933,5799,2025-04-04,2025-04-05,On Time,1,647,222,Sufficient
ORD04042,2025-12-03,P014,Webcam,Accessories,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,56.14,99,4000,396000,Rail,Bangalore,Coimbatore,851,4255,2025-12-11,2025-12-12,On Time,1,587,231,Sufficient
